code,title,Availabilities,Curriculum,RulesPrereqs,RulesPrereqsList,RulesCoreqs,RulesCoreqsList,RulesIncomps,RulesPrereqsList
ENVT5561,"GIS and Spatial Analysis: Multifunctional Landscapes",164825,"25530 Master of Urban Design (coursework or coursework and dissertation) as core in Geographic Information Systems [Active from 2026]; 
72510 Master of Agricultural Science (coursework or coursework and dissertation) as core in Agricultural Technology [Active]; 
72530 Master of Environmental Science (coursework or coursework and dissertation) as core in Environmental Management [Active]; 
72530 Master of Environmental Science (coursework or coursework and dissertation) as core in Catchments and Water [Proposed from 2026]; 
72530 Master of Environmental Science (coursework or coursework and dissertation) as core in Environmental Rehabilitation [Proposed from 2026]; 
72530 Master of Environmental Science (coursework or coursework and dissertation) as core in Marine and Coastal Management [Proposed from 2026]; 
72530 Master of Environmental Science (coursework or coursework and dissertation) as core in Sensing and Spatial Data Science [Proposed from 2026]; 
72530 Master of Environmental Science (coursework or coursework and dissertation) as option in Environmental Economics [Active]; 
72530 Master of Environmental Science (coursework or coursework and dissertation) as option in Environmental Applications [Proposed from 2026]; 
71590 Master of Oceanography (coursework or coursework and dissertation) as option [Proposed from 2026];","ENVT4411 Geographic Information Systems Applications or GEOG2201 Geographic Information Systems or equivalent.",49844;49845,Nil,49846,"ENVT5508 Advanced Spatial Analytics
ENVT5563 GIS and Spatial Analysis: Waterway Restoration
ENVT5562 GIS and Spatial Analysis: Coastal Resilience 
ENVT5565 GIS and Spatial Analysis: Sensor Networks
ENVT5564 GIS and Spatial Analysis: Contaminated Sites",49844;49845
ENVT5576,"Aquatic Ecology",164826;164827,"HON-ENVSC Environmental Science (BSc (Hons)|*|) as option [Active]; 
HON-GGRPY Geographical Sciences (BSc (Hons)|*|BA (Hons)|*|) as option [Active]; 
72520 Master of Biological Science (coursework or coursework and dissertation) as core in Ecology [Active]; 
72520 Master of Biological Science (coursework or coursework and dissertation) as option in Conservation Biology [Active]; 
72520 Master of Biological Science (coursework or coursework and dissertation) as option in Zoology [Active]; 
72530 Master of Environmental Science (coursework or coursework and dissertation) as core in Catchments and Water [Active]; 
72530 Master of Environmental Science (coursework or coursework and dissertation) as option in Environmental Management [Active]; 
72530 Master of Environmental Science (coursework or coursework and dissertation) as option in Marine and Coastal Management [Active]; 
72530 Master of Environmental Science (coursework or coursework and dissertation) as option in Environmental Applications [Proposed from 2026]; 
71580 Master of Biotechnology (coursework or coursework and dissertation) as option in AQUAtech [Active from 2026]; 
74540 Master of Marine Biology (coursework or coursework and dissertation) as option [Active];","enrolment in the Master of Environmental Science (72530) or enrolment in the Master of Biological Science (72520)",71455;71456;71457;71458;71459;71460,Nil,8252,Nil,71455;71456;71457;71458;71459;71460
AGRI1001,"Feeding the World",164828;164829,"MJD-AGSCI Agricultural Science (BSc|*|) as core [Active]; 
MJD-AGTDM Agricultural Science and Technology (BAgSc|*|) as core [Active]; 
MJD-AGTEC Agricultural Technology (BSc|*|) as core [Active]; 
MJD-AGBDM Agribusiness and Agricultural Science (BAgBus|*|) as core [Active]; 
MJD-AGBUS Agribusiness (BSc|*|) as core [Active]; 
MNR-FCENV Feeding the Future World () as core [Active];",Nil,5058,Nil,5059,Nil,5058
ENVT5562,"GIS and Spatial Analysis: Coastal Resilience",164830,"72530 Master of Environmental Science (coursework or coursework and dissertation) as core in Marine and Coastal Management [Active]; 
71590 Master of Oceanography (coursework or coursework and dissertation) as option [Active];","ENVT4411 Geographic Information Systems Applications",49896,Nil,49897,"ENVT5508 Advanced Spatial Analytics
ENVT5561 GIS and Spatial Analysis: Multifunctional Landscapes 
ENVT5565 GIS and Spatial Analysis: Sensor Networks
ENVT5563 GIS and Spatial Analysis: Waterway Restoration
ENVT5564 GIS and Spatial Analysis: Contaminated Sites",49896
ENVT5563,"GIS and Spatial Analysis: Waterway Restoration",164831;164832,"HON-ENVSC Environmental Science (BSc (Hons)|*|) as option [Active]; 
HON-GGRPY Geographical Sciences (BSc (Hons)|*|BA (Hons)|*|) as option [Active]; 
72530 Master of Environmental Science (coursework or coursework and dissertation) as core in Catchments and Water [Active]; 
72540 Master of Hydrogeology (coursework or coursework and dissertation) as option [Active];","ENVT4411 Geographic Information Systems Applications or GEOG2201 Geographic Information Systems or equivalent.",49911;49912,Nil,49913,"ENVT5508 Advanced Spatial Analytics
ENVT5561 GIS and Spatial Analysis: Multifunctional Landscapes 
ENVT5562 GIS and Spatial Analysis: Coastal Resilience 
ENVT5565 GIS and Spatial Analysis: Sensor Networks
ENVT5564 GIS and Spatial Analysis: Contaminated Sites",49911;49912
ENVT5564,"GIS and Spatial Analysis: Contaminated Sites",164833;164834,"HON-ENVSC Environmental Science (BSc (Hons)|*|) as option [Active]; 
72530 Master of Environmental Science (coursework or coursework and dissertation) as core in Environmental Rehabilitation [Active];","ENVT4411 Geographic Information Systems Applications",49926,Nil.,49927,"ENVT5508 Advanced Spatial Analytics
ENVT5561 GIS and Spatial Analysis: Multifunctional Landscapes 
ENVT5562 GIS and Spatial Analysis: Coastal Resilience 
ENVT5563 GIS and Spatial Analysis: Waterway Restoration
ENVT5565 GIS and Spatial Analysis: Sensor Networks",49926
ENVT5565,"GIS and Spatial Analysis: Sensor Networks",164835,"72530 Master of Environmental Science (coursework or coursework and dissertation) as core in Sensing and Spatial Data Science [Active];","ENVT4411 Geographic Information Systems Applications",49940,Nil,49941,"ENVT5508 Advanced Spatial Analytics
ENVT5561 GIS and Spatial Analysis: Multifunctional Landscapes
ENVT5562 GIS and Spatial Analysis: Coastal Resilience 
ENVT5563 GIS and Spatial Analysis: Waterway Restoration
ENVT5564 GIS and Spatial Analysis: Contaminated Sites",49940
ENVT5310,"Biodiversity on Country",164836,"HON-CONBI Conservation Biology (BSc (Hons)|*|BBiolS (Hons)|*|) as option [Active]; 
HON-BOTNY Botany (BSc (Hons)|*|BBiolS (Hons)|*|) as option [Active]; 
72520 Master of Biological Science (coursework or coursework and dissertation) as core in Conservation Biology [Active]; 
72520 Master of Biological Science (coursework or coursework and dissertation) as option in Ecology [Active]; 
72520 Master of Biological Science (coursework or coursework and dissertation) as option in Zoology [Active]; 
72530 Master of Environmental Science (coursework or coursework and dissertation) as option in Catchments and Water [Active]; 
72530 Master of Environmental Science (coursework or coursework and dissertation) as option in Environmental Economics [Active]; 
72530 Master of Environmental Science (coursework or coursework and dissertation) as option in Environmental Management [Active]; 
72530 Master of Environmental Science (coursework or coursework and dissertation) as option in Environmental Rehabilitation [Active]; 
72530 Master of Environmental Science (coursework or coursework and dissertation) as option in Marine and Coastal Management [Active]; 
72530 Master of Environmental Science (coursework or coursework and dissertation) as option in Sensing and Spatial Data Science [Active]; 
72530 Master of Environmental Science (coursework or coursework and dissertation) as option in Environmental Applications [Proposed from 2026];","enrolled in Master of Environmental Science (72530) or enrolled in the Master of Biological Science (72520)",54608;54609,Nil.,18541,"ENVT3310 Biodiversity on Country",54608;54609
LAWS5577,"Governing the Commons: Oceans, ice and outer space",170077,"20820 Juris Doctor as option [Active]; 
20500 Master of Laws (coursework) as option [Active]; 
20320 Graduate Diploma in Law as option [Active]; 
20560 Master of Resources and International Commercial Law (coursework) as option [Active]; 
21510 Master of International Commercial Law (coursework) as option [Active]; 
21520 Master of International Law (coursework) as option [Active]; 
21530 Master of Law, Policy and Government (coursework) as option [Active]; 
21320 Graduate Diploma in International Law as option [Active]; 
21340 Graduate Diploma in Law, Policy and Government as option [Active]; 
42580 Master of Public Policy (coursework or coursework and dissertation) as option in Law [Active]; 
21360 Graduate Diploma in Natural Resources Law as option [Active]; 
62540 Master of Ocean Leadership (coursework) as core [Active];","for Juris Doctor (JD) students: LAWS4101 Foundations of Law and Lawyering and 30 points from: LAWS4102 Criminal Law, LAWS4103 Contract, LAWS4104 Property, LAWS4106 Torts, LAWS4107 Land Law, LAWS4108 Foundations of Public Law, LAWS5106 Legal Theory and Ethics
or
LAWS4109 Legal Theory and Ethics
For Master of Public Policy students, LAWS4227 Foundations of Law and Legal Institutions is recommended.",201107;201108;201109;201110;201111;201112;201113;201114;201115;201116;201117;201118;201119;201120;201121;201122;201123;201124;201125,Nil.,,Nil.,201107;201108;201109;201110;201111;201112;201113;201114;201115;201116;201117;201118;201119;201120;201121;201122;201123;201124;201125
GENG5521,"Renewable Energy Research Project Part 1",164837;164838,"62560 Master of Renewable and Future Energy (coursework) as option [Active];","completion of 24 points of Level 4/Level 5 units in the Master of Renewable and Future Energy",220753;220754;220755,Nil.,,Nil.,220753;220754;220755
GENG5522,"Renewable Energy Research Project Part 2",164839;164840,"62560 Master of Renewable and Future Energy (coursework) as option [Active];","GENG5521 Renewable Energy Research Project Part 1",220758,Nil.,,Nil.,220758
ENVT4461,"Assessing Environmental Quality",161954;161955,"72530 Master of Environmental Science (coursework or coursework and dissertation) as conversion in Catchments and Water [Active]; 
72530 Master of Environmental Science (coursework or coursework and dissertation) as conversion in Environmental Rehabilitation [Active]; 
72530 Master of Environmental Science (coursework or coursework and dissertation) as conversion in Marine and Coastal Management [Active]; 
72530 Master of Environmental Science (coursework or coursework and dissertation) as conversion in Sensing and Spatial Data Science [Active]; 
72540 Master of Hydrogeology (coursework or coursework and dissertation) as option [Active];",Nil.,286888;286889,Nil.,11923,"ENVT3361 Environmental Assessment",286888;286889
AGRI5505,"Integrated Pest Management - Practical",164841,"72510 Master of Agricultural Science (coursework or coursework and dissertation) as core in Integrated Pest Management [Active but drafted to be removed from 2024]; 
72510 Master of Agricultural Science (coursework or coursework and dissertation) as option in Agricultural Technology [Active but drafted to be removed from 2024]; 
72510 Master of Agricultural Science (coursework or coursework and dissertation) as option in Crop and Livestock Farming Systems [Active but drafted to be removed from 2024]; 
72510 Master of Agricultural Science (coursework or coursework and dissertation) as option in Soil Science and Plant Nutrition [Active but drafted to be removed from 2024];","enrolment in the Master of Agricultural Science (72510)",49044,Nil,724,Nil,49044
ENVT5566,"Advanced Spatial and Environmental Modelling",164842,"HON-ENVSC Environmental Science (BSc (Hons)|*|) as option [Active]; 
HON-GGRPY Geographical Sciences (BSc (Hons)|*|BA (Hons)|*|) as option [Active]; 
72530 Master of Environmental Science (coursework or coursework and dissertation) as core in Sensing and Spatial Data Science [Active]; 
72530 Master of Environmental Science (coursework or coursework and dissertation) as option in Catchments and Water [Active]; 
72530 Master of Environmental Science (coursework or coursework and dissertation) as option in Environmental Rehabilitation [Active]; 
72550 Master of Geoscience (coursework or coursework and dissertation) as option [Proposed for 2025]; 
72540 Master of Hydrogeology (coursework or coursework and dissertation) as option [Active]; 
62550 Master of Professional Engineering as core in Environmental Engineering [Drafted for 2025]; 
73540 Master of Energy Geoscience (coursework or coursework and dissertation) as option [Active]; 
71590 Master of Oceanography (coursework or coursework and dissertation) as option [Active];","ENVT4411 Geographic Information Systems Applications or GEOG2201 Geographic Information Systems or (ENVT5561 GIS and Spatial Analysis: Multifunctional Landscapes or ENVT55662 GIS and Spatial Analysis: Coastal Resilience or ENVT5563 GIS and Spatial Analysis: Waterway Restoration or ENVT5564 GIS and Spatial Analysis: Contaminated Sites or ENVT5565 GIS and Spatial Analysis: Sensor Networks ) or Master of Professional Engineering (62550) specialisation Environmental Engineering.",49983;49984;49985;49986;49987;49988;49989;49990;49991;49992,Nil.,49993,Nil,49983;49984;49985;49986;49987;49988;49989;49990;49991;49992
CLAN3012,"Classical Receptions: Greco-Roman Culture After Antiquity",160419,"MJD-CLANH Classics and Ancient History (BA) as option [Active];","Any level-2 unit from CLAN, HIST, ENGL, or EURO.",,Nil.,,Nil.,
MGMT5531,"Strategic Management and Innovation in Health",164843,"42520 Master of Business Administration (coursework) as core in Health Leadership and Management [Drafted for 2025]; 
42520 Master of Business Administration (coursework) as option [Drafted for 2025]; 
43520 Master of Business Administration (coursework and dissertation) as option [Active]; 
42200 Graduate Certificate in Health Leadership and Management as core [Active];","Enrolment in the Master of Business Administration or Graduate Certificate in Healthcare Leadership and Management",,Nil.,,"MGMT5615 Selected Topics in Management (for 2019)",
CLAN3010,"Greece Without Borders: The Hellenistic World",160415,"MJD-CLANH Classics and Ancient History (BA) as option [Active];","Any level 2 CLAN unit",,Nil.,,Nil.,
SOCS3401,"Learning and Teaching Languages Other Than English",164844,"Unattached elective in BA","At least two level 1 language units and two level 2 language units for a total of four consecutive units in one of the following majors: Japanese, Korean, Chinese, Indonesian, French, Italian, German, Spanish Studies. 

and/or

the student is a native speaker of a language other than English.",,nil,,nil,
SCOM3325,"Science Communication as an Academic Discipline",164845;164846,"MJS-SCCOM Science Communication (BSc & BBiomedSc) as core [Active];","any Level 2 COMM unit 
or
any Level 2 SCOM unit or
enrolment in Master of Science Communication (51580)",46403;46404,Nil,46365,Nil,46403;46404
MIXD5002,"HDR Prelim Dissertation Part 2",165778,"10470 Higher Degree by Research Preliminary (Arts, Business, Law and Education) as core [Active];","Enrolment in HDR Prelim (FABLE)",,Nil.,,Nil.,
MIXD5003,"HDR Prelim Dissertation Part 3",165782,"10470 Higher Degree by Research Preliminary (Arts, Business, Law and Education) as core [Active];","Enrolment in HDR Prelim (FABLE)",,Nil.,,Nil.,
MIXD5004,"HDR Prelim Dissertation Part 4",165783,"10470 Higher Degree by Research Preliminary (Arts, Business, Law and Education) as core [Active];","Enrolment in HDR Prelim (FABLE)",,Nil.,,Nil.,
CLAN3011,"Sex, Gender, and the Body in the Greco-Roman World",160417,"MJD-CLANH Classics and Ancient History (BA|*|) as option [Active]; 
MJD-GNWST Gender Studies (BA|*|) as option [Active];","Any Level 2 CLAN, HIST or GEND unit",,Nil.,,Nil.,
ANIM2220,"Animal Diversity",157991,"MJD-ZOOLY Zoology (BSc|*|) as core [Active]; 
MJD-WLCDM Wildlife Conservation (BBioSc|*|) as core [Active]; 
MJD-ENVEM Environmental Science and Ecology (BEnvSc|*|) as core [Active]; 
MJD-BIDEM Biodiversity and Evolution (BBioSc|*|) as core [Active]; 
72520 Master of Biological Science (coursework or coursework and dissertation) as conversion [Active];","BIOL1131 Plant and Animal Biology",45225,Nil,1780,"ANIM2203 Invertebrate Zoology",45225
HUMA4140,"Humanities Dissertation 1",164853;164854;164855;164856,"HON-PHILY Philosophy (BA (Hons)|*|) as core [Active]; 
HON-EGLST English and Literary Studies (BA (Hons)|*|) as core [Active]; 
HON-CLANH Classics and Ancient History (BA|*|) as core [Active]; 
HON-HISTY History (BA|*|) as core [Active]; 
HON-FRNCH French Studies (BA (Hons)|*|) as core [Active]; 
HON-GRMAN German Studies (BA (Hons)|*|) as core [Active]; 
HON-ITALN Italian Studies (BA (Hons)|*|) as core [Active]; 
HON-GNDST Gender Studies (BA (Hons)|*|) as core [Active]; 
HON-HUMAR Human Rights (BHUMR (Hons)|*|) as core [Active];","enrolment in a School of Humanities honours program",,Nil.,,Nil.,
HUMA4141,"Humanities Dissertation 2",164857;164858;164859;164860,"HON-PHILY Philosophy (BA (Hons)|*|) as core [Active]; 
HON-EGLST English and Literary Studies (BA (Hons)|*|) as core [Active]; 
HON-CLANH Classics and Ancient History (BA|*|) as core [Active]; 
HON-HISTY History (BA|*|) as core [Active]; 
HON-FRNCH French Studies (BA (Hons)|*|) as core [Active]; 
HON-GRMAN German Studies (BA (Hons)|*|) as core [Active]; 
HON-ITALN Italian Studies (BA (Hons)|*|) as core [Active]; 
HON-GNDST Gender Studies (BA (Hons)|*|) as core [Active]; 
HON-HUMAR Human Rights (BHUMR (Hons)|*|) as core [Active];","HUMA4140 Humanities Dissertation 1",,Nil.,,Nil.,
EURO4003,"Advanced Cultural Studies",164861;164862,"HON-FRNCH French Studies (BA (Hons)|*|) as core [Active]; 
HON-GRMAN German Studies (BA (Hons)|*|) as option [Active]; 
HON-ITALN Italian Studies (BA (Hons)|*|) as core [Active]; 
12520 Master of Translation Studies (coursework or coursework and dissertation) as core in French [Active but approved to be removed from 2026]; 
12220 Graduate Certificate in Translation Studies as option in French [Active but approved to be removed from 2026];","Enroled in an honours course in French, German or Italian or Master of Translations Studies or the approval of the unit coordinator.",,Nil.,,Nil.,
ARLA4001,"Design Research Part 1",164863;164864,"HON-ARCTA Architecture (BEnvDes (Hons)|*|) as core [Active];","enrolment in BH005 Bachelor of Philosophy (Honours)",,Nil.,,Nil,
ARLA4002,"Design Research Part 2",164865,"HON-ARCTA Architecture (BEnvDes (Hons)|*|) as core [Active];","ARLA4001 Design Research Part 1",,Nil,,Nil,
SCIE5508,"Synthetic Biology: Solving Global Challenges",164866,"71520 Master of Biomedical Science (coursework or coursework and dissertation) as option in Biochemistry and Molecular Biology [Active]; 
71520 Master of Biomedical Science (coursework or coursework and dissertation) as option in Food Biochemistry [Active]; 
71580 Master of Biotechnology (coursework or coursework and dissertation) as core in Biochemistry and Molecular Biology [Active from 2026]; 
71580 Master of Biotechnology (coursework or coursework and dissertation) as core in Genetics and Genomics [Active from 2026]; 
71580 Master of Biotechnology (coursework or coursework and dissertation) as core in Synthetic Biology [Active from 2026]; 
70550 Master of Bioinformatics (coursework or coursework and dissertation) as core [Active]; 
70550 Master of Bioinformatics (coursework or coursework and dissertation) as option [Active];","enrolment in the Master of Biotechnology 71580",47290;47291;47292,Nil,1957,Nil,47290;47291;47292
EURO4004,"Advanced Writing Skills",160363;160364,"HON-FRNCH French Studies (BA (Hons)|*|) as core [Active]; 
HON-GRMAN German Studies (BA (Hons)|*|) as core [Active]; 
HON-ITALN Italian Studies (BA (Hons)|*|) as core [Active]; 
12520 Master of Translation Studies (coursework or coursework and dissertation) as core in French [Active but approved to be removed from 2026]; 
12220 Graduate Certificate in Translation Studies as option in French [Active but approved to be removed from 2026];","Enroled in an honours course in French, German or Italian or the Master of Translation Studies or the approval of the unit coordinator.",,Nil.,,Nil.,
EURO4002,"Advanced Language Skills",160362,"HON-FRNCH French Studies (BA|*|) as core [Active]; 
HON-GRMAN German Studies (BA|*|) as core [Active]; 
HON-ITALN Italian Studies (BA|*|) as core [Active];","Enrolled in an honours course in French, German or Italian or the approval of the unit coordinator.",,Nil.,,Nil.,
BUSN5003,"Data Storytelling",161966;161967,"41690 Master of Marketing (coursework) as option [Active]; 
12540 Master of Strategic Communication (coursework or coursework and dissertation) as option [Active]; 
62530 Master of Data Science (coursework or coursework and dissertation) as option [Proposed for 2025]; 
42270 Graduate Certificate in Business Analytics as core [Active]; 
42630 Master of Business Analytics (coursework) as core [Active] [unique]; 
73570 Master of Applied Human Performance Science (coursework and dissertation) as option [Drafted from 2026]; 
42640 Master of Business Analytics - Global (coursework) as core [Active]; 
42670 Master of Economics (coursework or coursework and dissertation) as option in Applied Economics [Active]; 
41780 Master of Management (coursework) as option in Management Analytics [Active];","Enrolment in Master of Business Analytics, and BUSN5002 Fundamentals of Business Analytics or Master of Data Science",262557;262558;262559;262560;262561;262562,Nil.,,Nil.,262557;262558;262559;262560;262561;262562
PUBH5705,"Health Program Evaluation",164867,"92550 Master of Public Health (coursework or coursework and dissertation) as core [Active]; 
91340 Graduate Diploma in Health Professions Education as option [Active]; 
90570 Master of Health Professions Education (coursework and dissertation) as option [Active]; 
91550 Master of Public Health (coursework or coursework and dissertation) as option [Active]; 
91230 Graduate Certificate in Population Health Studies as option [Active]; 
91390 Graduate Diploma in Health Professions Education (online) as option [Active]; 
90580 Master of Health Professions Education (online) (coursework and dissertation) as option [Active]; 
93610 Master of Advanced Clinical Practice (coursework or coursework and dissertation) as option [Drafted from 2026];",Nil.,25031,Nil.,25032,"RMED4403 Health Program Evaluation",25031
RMED5323,"Integrated Rural Medical Practice 2 - Curtin",164868;164869;164870;164871;164872;164873;164874;164875;164876;164877;164878;164879;164880;164881;164882;164883,"No course data stored for this unit. When proposed, the intended courses for the unit were: This unit comprises the second semester in the MD Year 3 course for Curtin students enrolled in The Rural Clinical School of WA.","RMED5313 Integrated Rural Medical Practice 1—Curtin University",45013,Nil,,Nil,45013
PUBH5721,"Public Health Field Trip",172876,"92550 Master of Public Health (coursework or coursework and dissertation) as option [Active]; 
91550 Master of Public Health (coursework or coursework and dissertation) as option [Active]; 
91230 Graduate Certificate in Population Health Studies as option [Active];","any 1 of PUBH5749 Foundations of Public Health, PUBH5705 Health Program Evaluation, PUBH5754 Health Promotion, PUBH5805 Qualitative Research Methods in Health, PUBH4403 Epidemiology 1 or PUBH5705 Health Program Evaluation",,Nil,,Nil,
GEND2903,"Sex, Gender, Technology and Science",165819,"MJD-GNWST Gender Studies (BA|*|) as core [Active]; 
MJD-SCITS Science and Technology in Society (BA|*|) as core [Active]; 
MNR-WHLTH Women's Health () as option [Active];","Completion of 48 points of study.",81422,Nil.,,Nil.,81422
CLAN4107,"The Written Word",160576,"HON-CLANH Classics and Ancient History (BA|*|) as option [Active];","Enroled in the Classics and Ancient History honours programme.",,Nil.,,Nil.,
MGMT5532,"Leadership in Healthcare",164884,"42520 Master of Business Administration (coursework) as option in Health Leadership and Management [Active]; 
42200 Graduate Certificate in Health Leadership and Management as option [Active];","Enrolment in one of the following courses: Master of Business Administration (coursework); Graduate Certificate in Healthcare Leadership and Management; 
or
approval from The Business School only, which will be determined with regard to relevant documented professional work experience.",,Nil,,Nil,
MGMT5533,"Change and Transformation in Healthcare Organisations",164885,"42520 Master of Business Administration (coursework) as option in Health Leadership and Management [Active];","Enrolment in one of the following courses: Master of Business Administration (coursework); Graduate Certificate in Healthcare Leadership and Management; 
or
approval from The Business School only, which will be determined with regard to relevant documented professional work experience.",,Nil,,Nil,
PHYL5503,"Professional and Scientific Communication",164886,"73560 Master of Audiological Sciences (coursework and dissertation) as core [Active];","enrolment in the Master of Audiological Sciences (73560)",51805,"PHYL5501 Audiological Instrumentation and PHYL5510 Physiology of the Auditory System and PHYL5504 Basic Adult Hearing Assessment",58835,Nil,51805
ENVT5004,"Decoding and Recoding for Environmental Biotechnology",164887,"71580 Master of Biotechnology (coursework or coursework and dissertation) as core in AQUAtech [Active from 2026]; 
71580 Master of Biotechnology (coursework or coursework and dissertation) as core in Environmental and Agricultural Biotechnology [Active from 2026];","enrolment in the Master of Biotechnology (71580) or the Master of Biological Science (72520)",49759;49760,Nil,49761,Nil,49759;49760
ENVT5005,"Waste and the Circular Economy",164888,"72510 Master of Agricultural Science (coursework or coursework and dissertation) as option in Crop and Livestock Farming Systems [Active]; 
72510 Master of Agricultural Science (coursework or coursework and dissertation) as option in Soil Science and Plant Nutrition [Active]; 
72530 Master of Environmental Science (coursework or coursework and dissertation) as option in Environmental Economics [Active]; 
72530 Master of Environmental Science (coursework or coursework and dissertation) as option in Environmental Management [Active]; 
72530 Master of Environmental Science (coursework or coursework and dissertation) as option in Environmental Rehabilitation [Active]; 
71580 Master of Biotechnology (coursework or coursework and dissertation) as core in AQUAtech [Active from 2026]; 
71580 Master of Biotechnology (coursework or coursework and dissertation) as core in Environmental and Agricultural Biotechnology [Active from 2026]; 
71580 Master of Biotechnology (coursework or coursework and dissertation) as option in Synthetic Biology [Active from 2026]; 
70570 Master of Environmental Economics (Online) (coursework or coursework and dissertation) as option [Active];",nil,49768;49769;49770,Nil,25557,Nil,49768;49769;49770
URBD5803,"Sustainability and Cities",164889;164890,"25530 Master of Urban Design (coursework or coursework and dissertation) as option [Active from 2026]; 
25530 Master of Urban Design (coursework or coursework and dissertation) as option in Geographic Information Systems [Active from 2026]; 
25530 Master of Urban Design (coursework or coursework and dissertation) as option in Landscape Design [Active from 2026]; 
25310 Graduate Diploma in Urban Design as core [Active]; 
25210 Graduate Certificate in Urban Design as option [Active]; 
25550 Master of Landscape Architecture (coursework or coursework and dissertation) as core in Environmental Planning [Active from 2026]; 
25550 Master of Landscape Architecture (coursework or coursework and dissertation) as core in Urban Design [Active from 2026]; 
25550 Master of Landscape Architecture (coursework or coursework and dissertation) as option [Active from 2026]; 
25520 Master of Architecture (coursework or coursework and dissertation) as core in Urban Design [Active]; 
25520 Master of Architecture (coursework or coursework and dissertation) as option [Active]; 
72560 Master of Urban and Regional Planning (coursework or coursework and dissertation) as option [Active]; 
71550 Master of International Development (coursework or coursework and dissertation) as option [Active]; 
12290 Graduate Certificate in Urban and Regional Planning as option [Active]; 
12250 Graduate Certificate in Environmental Planning as option [Active]; 
13550 Master of Environmental Planning (coursework or coursework and dissertation) as core [Active] [unique]; 
25250 Graduate Certificate in Urban Design (online) as option [Active];",Nil,,Nil,,Nil,
HART2370,"Global Art Histories",164891,"MJD-HYART History of Art (BA|*|) as option [Active]; 
MJD-ARHCU Art History and Curatorial Studies (BA|*|) as option [Active];","HART1000 Great Moments in Art or HART1003 Ways of Seeing: Themes and Theories in Art",,Nil,,Nil,
LAWS5260,"Intersections of Law, Policy and Governance",160308,"20320 Graduate Diploma in Law as option [Active]; 
20550 Master of Mining and Energy Law (coursework) as option [Active]; 
20560 Master of Resources and International Commercial Law (coursework) as core [Active]; 
21530 Master of Law, Policy and Government (coursework) as core [Active] [unique]; 
71550 Master of International Development (coursework or coursework and dissertation) as core [Active]; 
21340 Graduate Diploma in Law, Policy and Government as core [Active]; 
21550 Master of Taxation Law (coursework or coursework and dissertation) as option [Active]; 
42580 Master of Public Policy (coursework or coursework and dissertation) as core [Active]; 
42280 Graduate Certificate in Public Policy as option [Active];",Nil.,,Nil,,Nil,
SRUR5331,"Rural Specialisation—Research Unit 1",157388;157389;157390;157391;157392;157393;157394;157395;157396;157397;157398;157399;157400;157401;157402;157403,"90850 Doctor of Medicine as option [Active]; 
91850 Doctor of Medicine as option [Active];","IMED4222 Integrated Medical Practice 1 Part B",33334,Nil.,33335,Nil.,33334
ARCT3050,"Active Matter",164892,"MJD-ARCTA Architecture A (BEnvDes|*|) as option [Active];",Nil,,Nil,,"ARCT3040 Advanced Design Thinking",
SCIE2208,"International Fieldwork in Thailand",164893,"Unattached elective in BSc","BIOL1131 Plant and Animal Biology or ENVT1104 Environmental Science and Technology, completion of 48 points and approval of the unit coordinator",50138;50139;50140;50141;50142;50143,Nil,50144,Nil,50138;50139;50140;50141;50142;50143
SRUR5332,"Rural Specialisation—Service Learning Unit 1",164894;164895;164896;164897;164898;164899;164900;164901;164902;164903;164904;164905;164906;164907;164908,"90850 Doctor of Medicine as option [Active]; 
91850 Doctor of Medicine as option [Active];","IMED4222 Integrated Medical Practice 1 Part B",37791,Nil.,37792,Nil.,37791
BIOL4410,"Environmental Genomics",164909;164910,"HON-CONBI Conservation Biology (BSc (Hons)|*|BBiolS (Hons)|*|) as option [Active]; 
HON-ZOOLY Zoology (BSc (Hons)|*|BBiolS (Hons)|*|) as option [Active]; 
71580 Master of Biotechnology (coursework or coursework and dissertation) as option in AQUAtech [Active from 2026];","Second year UWA genetics or equivalent",45615,Nil,9210,Nil,45615
ELEC4406,"Digital System Design",164911,"62550 Master of Professional Engineering as core in Electrical and Electronic Engineering [Active]; 
62550 Master of Professional Engineering as option in Software Engineering [Active];","enrolment in the Master of Professional Engineering (Electrical and Electronic Engineering specialisation, Mechanical Engineering specialisation or Software Engineering specialisation) or the Master of Information Technology and ENSC3020 Introduction to Digital Embedded Systems; for pre-2017 courses: ENSC3017 Circuits and Electronics",226087,Nil.,,Nil.,226087
SRUR5341,"Rural Specialisation—Research Unit 2",157690;157691;157692;157693;157694;157695;157696;157697;157698;157699;157700;157701;157702;157703;157704;157705,"90850 Doctor of Medicine as option [Active]; 
91850 Doctor of Medicine as option [Active];","SRUR5331 Rural Specialisation—Research Unit 1",37776,Nil.,37777,Nil.,37776
SMED5331,"Research Unit 1",164912,"90850 Doctor of Medicine as option [Active]; 
91850 Doctor of Medicine as option [Active];","IMED4222 Integrated Medical Practice 1 Part B",37813,Nil.,37814,Nil.,37813
SMED5341,"Research Unit 2",164913,"90850 Doctor of Medicine as option [Active]; 
91850 Doctor of Medicine as option [Active];","SMED5331 Research Unit 1",37834,Nil.,37835,Nil.,37834
